sample_id,blocking_violation_count,warning_violation_count,authorization_status_score,authorization_out_of_scope,rag_evidence_count,law_of_war_rule_hit,label
compliance-reference-0375,2.0,4.0,0.854584,0.0,0.0,0.0,1
compliance-reference-0376,1.0,4.0,0.381446,0.0,1.0,0.0,1
compliance-reference-0377,1.0,4.0,0.17598,1.0,2.0,0.0,1
compliance-reference-0378,2.0,1.0,0.871276,1.0,4.0,0.0,1
compliance-reference-0379,2.0,2.0,0.403726,1.0,3.0,0.0,1
compliance-reference-0380,2.0,4.0,0.780092,0.0,2.0,1.0,1
compliance-reference-0381,1.0,3.0,0.343025,0.0,5.0,0.0,1
compliance-reference-0382,0.0,0.0,0.660404,0.0,3.0,0.0,0
compliance-reference-0383,2.0,3.0,0.208594,0.0,2.0,0.0,1
compliance-reference-0384,0.0,3.0,0.740189,0.0,0.0,0.0,0
compliance-reference-0385,0.0,3.0,0.257631,0.0,5.0,0.0,0
compliance-reference-0386,0.0,1.0,0.829505,0.0,5.0,0.0,0
compliance-reference-0387,2.0,3.0,0.755194,0.0,4.0,0.0,1
compliance-reference-0388,0.0,3.0,0.24738,0.0,0.0,0.0,0
compliance-reference-0389,1.0,4.0,0.937876,1.0,3.0,0.0,1
compliance-reference-0390,2.0,0.0,0.36318,0.0,2.0,0.0,1
compliance-reference-0391,1.0,3.0,0.546521,0.0,5.0,0.0,1
compliance-reference-0392,1.0,2.0,0.197858,0.0,1.0,1.0,1
compliance-reference-0393,2.0,3.0,0.376628,0.0,4.0,0.0,1
compliance-reference-0394,1.0,4.0,0.843154,1.0,0.0,0.0,1
compliance-reference-0395,1.0,1.0,0.914622,0.0,4.0,1.0,1
compliance-reference-0396,2.0,1.0,0.064735,0.0,1.0,0.0,1
compliance-reference-0397,0.0,1.0,0.882721,0.0,5.0,1.0,0
compliance-reference-0398,1.0,1.0,0.416788,0.0,4.0,0.0,0
compliance-reference-0399,1.0,4.0,0.324871,1.0,0.0,0.0,1
compliance-reference-0400,0.0,3.0,0.582965,0.0,5.0,0.0,0
compliance-reference-0401,0.0,1.0,0.277639,1.0,2.0,1.0,0
compliance-reference-0402,1.0,0.0,0.540204,0.0,5.0,1.0,1
compliance-reference-0403,1.0,4.0,0.46178,1.0,1.0,0.0,1
compliance-reference-0404,1.0,2.0,0.25192,0.0,0.0,0.0,0
compliance-reference-0405,1.0,0.0,0.368966,0.0,3.0,0.0,0
compliance-reference-0406,2.0,1.0,0.613031,0.0,3.0,0.0,1
compliance-reference-0407,0.0,0.0,0.254764,0.0,5.0,1.0,0
compliance-reference-0408,2.0,3.0,0.330643,0.0,4.0,1.0,1
compliance-reference-0409,1.0,3.0,0.508781,0.0,3.0,0.0,1
compliance-reference-0410,2.0,3.0,0.07233,0.0,2.0,0.0,1
compliance-reference-0411,2.0,1.0,0.960293,0.0,5.0,0.0,1
compliance-reference-0412,0.0,0.0,0.023105,0.0,3.0,0.0,0
compliance-reference-0413,1.0,2.0,0.328002,0.0,4.0,1.0,1
compliance-reference-0414,2.0,1.0,0.687342,0.0,1.0,1.0,1
compliance-reference-0415,2.0,2.0,0.966749,1.0,3.0,0.0,1
compliance-reference-0416,1.0,3.0,0.86669,0.0,1.0,0.0,1
compliance-reference-0417,1.0,0.0,0.310136,0.0,1.0,1.0,0
compliance-reference-0418,0.0,1.0,0.522911,1.0,5.0,0.0,0
compliance-reference-0419,0.0,3.0,0.120875,1.0,5.0,0.0,1
compliance-reference-0420,1.0,1.0,0.569835,0.0,4.0,0.0,0
compliance-reference-0421,0.0,2.0,0.430466,0.0,0.0,1.0,0
compliance-reference-0422,2.0,0.0,0.846638,1.0,0.0,1.0,1
compliance-reference-0423,0.0,3.0,0.797769,1.0,4.0,0.0,1
compliance-reference-0424,1.0,4.0,0.466267,1.0,2.0,1.0,1
compliance-reference-0425,0.0,1.0,0.065659,0.0,2.0,1.0,0
compliance-reference-0426,1.0,3.0,0.351269,0.0,5.0,1.0,1
compliance-reference-0427,0.0,4.0,0.252948,0.0,1.0,1.0,0
compliance-reference-0428,2.0,2.0,0.1054,0.0,0.0,0.0,1
compliance-reference-0429,0.0,2.0,0.28562,0.0,0.0,1.0,0
compliance-reference-0430,0.0,2.0,0.645509,0.0,0.0,0.0,0
compliance-reference-0431,1.0,1.0,0.885785,0.0,1.0,1.0,1
compliance-reference-0432,1.0,3.0,0.225893,0.0,2.0,1.0,1
compliance-reference-0433,0.0,0.0,0.852616,0.0,5.0,1.0,0
compliance-reference-0434,1.0,3.0,0.644551,0.0,3.0,0.0,1
compliance-reference-0435,2.0,3.0,0.400088,0.0,1.0,0.0,1
compliance-reference-0436,1.0,3.0,0.62909,1.0,4.0,1.0,1
compliance-reference-0437,2.0,2.0,0.725902,1.0,5.0,0.0,1
compliance-reference-0438,2.0,4.0,0.833859,0.0,0.0,1.0,1
compliance-reference-0439,1.0,0.0,0.17232,0.0,4.0,0.0,0
compliance-reference-0440,0.0,1.0,0.803367,0.0,3.0,0.0,0
compliance-reference-0441,2.0,0.0,0.54681,1.0,2.0,0.0,1
compliance-reference-0442,2.0,1.0,0.370311,1.0,0.0,0.0,1
compliance-reference-0443,0.0,0.0,0.882171,0.0,1.0,1.0,0
compliance-reference-0444,2.0,3.0,0.802475,0.0,0.0,0.0,1
compliance-reference-0445,2.0,1.0,0.672352,0.0,5.0,1.0,1
compliance-reference-0446,0.0,0.0,0.711631,0.0,4.0,0.0,0
compliance-reference-0447,2.0,1.0,0.141394,0.0,0.0,0.0,1
compliance-reference-0448,1.0,2.0,0.231467,0.0,3.0,0.0,1
compliance-reference-0449,2.0,2.0,0.917056,0.0,3.0,1.0,1
compliance-reference-0450,2.0,3.0,0.915304,0.0,2.0,0.0,1
compliance-reference-0451,0.0,2.0,0.507053,1.0,0.0,0.0,0
compliance-reference-0452,1.0,1.0,0.754771,0.0,4.0,0.0,0
compliance-reference-0453,0.0,3.0,0.371064,0.0,2.0,0.0,0
compliance-reference-0454,2.0,0.0,0.149167,0.0,4.0,0.0,1
compliance-reference-0455,1.0,0.0,0.84503,0.0,4.0,1.0,1
compliance-reference-0456,1.0,1.0,0.3172,0.0,4.0,0.0,0
compliance-reference-0457,0.0,0.0,0.5543,0.0,2.0,1.0,0
compliance-reference-0458,1.0,1.0,0.440956,0.0,0.0,0.0,0
compliance-reference-0459,0.0,0.0,0.776803,1.0,0.0,0.0,0
compliance-reference-0460,0.0,2.0,0.232326,0.0,1.0,0.0,0
compliance-reference-0461,2.0,0.0,0.165003,0.0,0.0,1.0,1
compliance-reference-0462,2.0,2.0,0.633609,0.0,4.0,0.0,1
compliance-reference-0463,1.0,2.0,0.29061,0.0,2.0,0.0,1
compliance-reference-0464,1.0,4.0,0.612852,0.0,0.0,1.0,1
compliance-reference-0465,2.0,1.0,0.354118,0.0,1.0,1.0,1
compliance-reference-0466,2.0,1.0,0.801588,1.0,2.0,0.0,1
compliance-reference-0467,1.0,1.0,0.448199,0.0,5.0,0.0,1
compliance-reference-0468,0.0,1.0,0.646306,0.0,1.0,0.0,0
compliance-reference-0469,1.0,0.0,0.965919,1.0,3.0,1.0,1
compliance-reference-0470,0.0,3.0,0.50542,0.0,5.0,0.0,0
compliance-reference-0471,0.0,1.0,0.952146,0.0,0.0,0.0,0
compliance-reference-0472,2.0,4.0,0.961331,0.0,0.0,1.0,1
compliance-reference-0473,2.0,1.0,0.832176,0.0,1.0,0.0,1
compliance-reference-0474,1.0,4.0,0.858365,0.0,5.0,1.0,1
compliance-reference-0475,2.0,4.0,0.78926,0.0,2.0,1.0,1
compliance-reference-0476,2.0,1.0,0.819901,1.0,5.0,1.0,1
compliance-reference-0477,2.0,2.0,0.548137,0.0,5.0,0.0,1
compliance-reference-0478,1.0,2.0,0.804859,1.0,1.0,0.0,1
compliance-reference-0479,2.0,2.0,0.946689,1.0,4.0,1.0,1
compliance-reference-0480,1.0,3.0,0.048686,0.0,4.0,0.0,1
compliance-reference-0481,1.0,4.0,0.79365,0.0,2.0,0.0,1
compliance-reference-0482,0.0,0.0,0.846719,0.0,5.0,0.0,0
compliance-reference-0483,1.0,1.0,0.852203,0.0,0.0,1.0,1
compliance-reference-0484,1.0,4.0,0.81006,0.0,2.0,0.0,1
compliance-reference-0485,2.0,4.0,0.970716,0.0,3.0,0.0,1
compliance-reference-0486,2.0,1.0,0.776734,0.0,4.0,0.0,1
compliance-reference-0487,2.0,4.0,0.4939,0.0,3.0,0.0,1
compliance-reference-0488,0.0,4.0,0.362101,0.0,3.0,0.0,0
compliance-reference-0489,2.0,0.0,0.629723,0.0,0.0,1.0,1
compliance-reference-0490,0.0,2.0,0.787993,0.0,5.0,1.0,1
compliance-reference-0491,2.0,1.0,0.848129,1.0,4.0,0.0,1
compliance-reference-0492,1.0,3.0,0.264084,0.0,4.0,0.0,1
compliance-reference-0493,1.0,4.0,0.245001,0.0,5.0,0.0,1
compliance-reference-0494,2.0,2.0,0.048015,0.0,3.0,0.0,1
compliance-reference-0495,1.0,2.0,0.947629,0.0,2.0,0.0,1
compliance-reference-0496,0.0,4.0,0.285439,0.0,0.0,1.0,0
compliance-reference-0497,0.0,4.0,0.214914,1.0,2.0,1.0,1
compliance-reference-0498,2.0,0.0,0.14955,0.0,2.0,0.0,1
compliance-reference-0499,2.0,3.0,0.247805,0.0,5.0,0.0,1
compliance-reference-0500,2.0,1.0,0.783654,0.0,2.0,0.0,1
compliance-reference-0501,0.0,0.0,0.914256,0.0,5.0,0.0,0
compliance-reference-0502,1.0,1.0,0.181673,0.0,3.0,1.0,1
compliance-reference-0503,0.0,0.0,0.522028,1.0,0.0,1.0,0
compliance-reference-0504,0.0,2.0,0.045128,0.0,0.0,0.0,0
compliance-reference-0505,1.0,2.0,0.500792,0.0,1.0,0.0,0
compliance-reference-0506,0.0,0.0,0.156942,0.0,2.0,0.0,0
compliance-reference-0507,1.0,2.0,0.463602,0.0,5.0,0.0,1
compliance-reference-0508,2.0,1.0,0.010526,0.0,0.0,1.0,1
compliance-reference-0509,2.0,3.0,0.315952,0.0,2.0,0.0,1
compliance-reference-0510,2.0,0.0,0.354325,1.0,5.0,1.0,1
compliance-reference-0511,0.0,0.0,0.026882,1.0,0.0,1.0,0
compliance-reference-0512,2.0,2.0,0.237357,0.0,5.0,0.0,1
compliance-reference-0513,0.0,1.0,0.582904,0.0,4.0,0.0,0
compliance-reference-0514,2.0,3.0,0.430931,0.0,3.0,1.0,1
compliance-reference-0515,0.0,1.0,0.929407,0.0,2.0,1.0,0
compliance-reference-0516,1.0,1.0,0.425738,0.0,3.0,0.0,0
compliance-reference-0517,1.0,2.0,0.008983,0.0,1.0,1.0,1
compliance-reference-0518,0.0,3.0,0.458485,0.0,1.0,0.0,0
compliance-reference-0519,2.0,3.0,0.953119,1.0,4.0,0.0,1
compliance-reference-0520,1.0,0.0,0.287886,0.0,3.0,0.0,0
compliance-reference-0521,2.0,1.0,0.980317,1.0,4.0,1.0,1
compliance-reference-0522,1.0,0.0,0.633815,0.0,1.0,0.0,0
compliance-reference-0523,2.0,4.0,0.307617,0.0,2.0,0.0,1
compliance-reference-0524,0.0,2.0,0.958963,0.0,3.0,0.0,0
compliance-reference-0525,0.0,1.0,0.97398,0.0,2.0,0.0,0
compliance-reference-0526,1.0,4.0,0.583177,0.0,5.0,0.0,1
compliance-reference-0527,0.0,0.0,0.624546,0.0,2.0,1.0,0
compliance-reference-0528,1.0,2.0,0.944919,0.0,4.0,0.0,1
compliance-reference-0529,0.0,2.0,0.792559,0.0,4.0,0.0,0
compliance-reference-0530,1.0,2.0,0.971755,0.0,1.0,0.0,0
compliance-reference-0531,0.0,2.0,0.788913,1.0,4.0,1.0,1
compliance-reference-0532,0.0,1.0,0.360914,0.0,3.0,0.0,0
compliance-reference-0533,0.0,3.0,0.589653,1.0,2.0,0.0,1
compliance-reference-0534,2.0,2.0,0.539117,1.0,2.0,0.0,1
compliance-reference-0535,1.0,1.0,0.306547,0.0,3.0,1.0,1
compliance-reference-0536,1.0,4.0,0.31361,0.0,4.0,0.0,1
compliance-reference-0537,2.0,0.0,0.574778,0.0,3.0,0.0,1
compliance-reference-0538,1.0,0.0,0.695518,0.0,5.0,0.0,1
compliance-reference-0539,2.0,2.0,0.76415,0.0,4.0,0.0,1
compliance-reference-0540,1.0,4.0,0.359418,0.0,5.0,0.0,1
compliance-reference-0541,2.0,2.0,0.252368,0.0,0.0,0.0,1
compliance-reference-0542,0.0,4.0,0.719595,0.0,0.0,0.0,0
compliance-reference-0543,1.0,4.0,0.794087,0.0,0.0,0.0,1
compliance-reference-0544,1.0,4.0,0.056647,1.0,3.0,0.0,1
compliance-reference-0545,2.0,2.0,0.586823,1.0,2.0,1.0,1
compliance-reference-0546,0.0,0.0,0.861355,0.0,3.0,0.0,0
compliance-reference-0547,0.0,3.0,0.962655,0.0,4.0,0.0,0
compliance-reference-0548,1.0,1.0,0.726495,0.0,2.0,1.0,1
compliance-reference-0549,2.0,3.0,0.862601,0.0,1.0,0.0,1
compliance-reference-0550,0.0,3.0,0.634954,1.0,3.0,0.0,1
compliance-reference-0551,1.0,2.0,0.362359,1.0,2.0,0.0,1
compliance-reference-0552,2.0,2.0,0.066488,1.0,0.0,0.0,1
compliance-reference-0553,1.0,0.0,0.945648,0.0,4.0,0.0,0
compliance-reference-0554,1.0,4.0,0.798018,1.0,3.0,0.0,1
compliance-reference-0555,1.0,2.0,0.535301,0.0,1.0,0.0,1
compliance-reference-0556,2.0,1.0,0.951416,0.0,3.0,0.0,1
compliance-reference-0557,2.0,1.0,0.6258,1.0,1.0,1.0,1
compliance-reference-0558,1.0,4.0,0.421401,1.0,2.0,0.0,1
compliance-reference-0559,2.0,4.0,0.972827,1.0,1.0,0.0,1
compliance-reference-0560,2.0,1.0,0.194912,0.0,0.0,1.0,1
compliance-reference-0561,1.0,3.0,0.965419,0.0,2.0,0.0,1
compliance-reference-0562,0.0,0.0,0.198706,1.0,5.0,0.0,0
compliance-reference-0563,2.0,0.0,0.167018,0.0,5.0,1.0,1
compliance-reference-0564,1.0,0.0,0.957676,0.0,5.0,0.0,0
compliance-reference-0565,0.0,1.0,0.914036,1.0,5.0,0.0,0
compliance-reference-0566,0.0,0.0,0.511219,0.0,5.0,0.0,0
compliance-reference-0567,1.0,2.0,0.790973,0.0,5.0,0.0,1
compliance-reference-0568,0.0,4.0,0.046173,0.0,0.0,0.0,0
compliance-reference-0569,0.0,3.0,0.418277,0.0,4.0,1.0,0
compliance-reference-0570,2.0,0.0,0.661464,1.0,3.0,0.0,1
compliance-reference-0571,0.0,1.0,0.663125,1.0,4.0,1.0,0
compliance-reference-0572,1.0,4.0,0.585287,0.0,0.0,0.0,1
compliance-reference-0573,2.0,1.0,0.932959,0.0,1.0,1.0,1
compliance-reference-0574,2.0,2.0,0.132919,0.0,1.0,1.0,1
compliance-reference-0575,1.0,4.0,0.45274,1.0,5.0,0.0,1
compliance-reference-0576,0.0,0.0,0.504332,0.0,5.0,0.0,0
compliance-reference-0577,1.0,4.0,0.906087,1.0,0.0,1.0,1
compliance-reference-0578,0.0,4.0,0.21009,1.0,3.0,1.0,1
compliance-reference-0579,0.0,1.0,0.157126,0.0,0.0,0.0,0
compliance-reference-0580,1.0,2.0,0.709345,0.0,4.0,0.0,1
compliance-reference-0581,1.0,1.0,0.149866,0.0,0.0,1.0,0
compliance-reference-0582,0.0,4.0,0.732157,1.0,0.0,0.0,1
compliance-reference-0583,0.0,1.0,0.351804,0.0,3.0,0.0,0
compliance-reference-0584,0.0,1.0,0.874627,0.0,5.0,0.0,0
compliance-reference-0585,0.0,4.0,0.132588,1.0,0.0,0.0,0
compliance-reference-0586,2.0,1.0,0.030354,1.0,2.0,0.0,1
compliance-reference-0587,1.0,1.0,0.631522,0.0,2.0,0.0,0
compliance-reference-0588,1.0,4.0,0.634697,0.0,4.0,0.0,1
compliance-reference-0589,2.0,1.0,0.802036,1.0,5.0,0.0,1
compliance-reference-0590,0.0,2.0,0.844642,1.0,4.0,0.0,1
compliance-reference-0591,1.0,1.0,0.406558,1.0,0.0,0.0,1
compliance-reference-0592,1.0,3.0,0.320257,0.0,3.0,0.0,1
compliance-reference-0593,1.0,2.0,0.113719,0.0,1.0,1.0,1
compliance-reference-0594,1.0,0.0,0.362151,0.0,2.0,0.0,0
compliance-reference-0595,0.0,4.0,0.115742,0.0,5.0,0.0,0
compliance-reference-0596,2.0,2.0,0.918563,0.0,4.0,0.0,1
compliance-reference-0597,0.0,2.0,0.625736,0.0,1.0,0.0,0
compliance-reference-0598,0.0,1.0,0.515805,0.0,5.0,1.0,0
compliance-reference-0599,2.0,3.0,0.694655,0.0,3.0,0.0,1
compliance-reference-0600,2.0,4.0,0.14877,0.0,0.0,0.0,1
compliance-reference-0601,2.0,2.0,0.857744,0.0,0.0,1.0,1
compliance-reference-0602,1.0,1.0,0.07922,0.0,0.0,0.0,0
compliance-reference-0603,1.0,3.0,0.881078,0.0,5.0,1.0,1
compliance-reference-0604,2.0,2.0,0.688523,1.0,1.0,0.0,1
compliance-reference-0605,0.0,3.0,0.632626,0.0,5.0,0.0,0
compliance-reference-0606,0.0,0.0,0.606806,0.0,5.0,1.0,0
compliance-reference-0607,0.0,1.0,0.009324,0.0,1.0,0.0,0
compliance-reference-0608,0.0,0.0,0.967219,0.0,3.0,0.0,0
compliance-reference-0609,0.0,3.0,0.792953,0.0,3.0,0.0,0
compliance-reference-0610,2.0,4.0,0.721491,0.0,0.0,0.0,1
compliance-reference-0611,1.0,1.0,0.935422,1.0,0.0,0.0,1
compliance-reference-0612,0.0,1.0,0.641361,0.0,1.0,1.0,0
compliance-reference-0613,0.0,4.0,0.568293,0.0,1.0,0.0,0
compliance-reference-0614,1.0,0.0,0.87683,1.0,1.0,0.0,1
compliance-reference-0615,1.0,0.0,0.231656,0.0,0.0,0.0,0
compliance-reference-0616,1.0,1.0,0.305417,0.0,2.0,0.0,0
compliance-reference-0617,1.0,2.0,0.403791,1.0,2.0,1.0,1
compliance-reference-0618,0.0,0.0,0.96336,0.0,1.0,0.0,0
compliance-reference-0619,2.0,3.0,0.300136,0.0,3.0,0.0,1
compliance-reference-0620,1.0,3.0,0.383504,0.0,2.0,0.0,1
compliance-reference-0621,0.0,4.0,0.511862,0.0,5.0,1.0,1
compliance-reference-0622,2.0,4.0,0.435043,0.0,2.0,0.0,1
compliance-reference-0623,1.0,3.0,0.020654,1.0,5.0,0.0,1
compliance-reference-0624,2.0,1.0,0.539936,1.0,4.0,0.0,1
compliance-reference-0625,2.0,0.0,0.344443,0.0,2.0,0.0,1
compliance-reference-0626,0.0,4.0,0.009484,0.0,2.0,0.0,0
compliance-reference-0627,2.0,2.0,0.204543,0.0,2.0,1.0,1
compliance-reference-0628,2.0,4.0,0.30049,1.0,1.0,0.0,1
compliance-reference-0629,1.0,0.0,0.008,0.0,2.0,0.0,0
compliance-reference-0630,1.0,4.0,0.709382,1.0,5.0,1.0,1
compliance-reference-0631,2.0,0.0,0.001519,0.0,5.0,0.0,1
compliance-reference-0632,2.0,2.0,0.041429,0.0,4.0,0.0,1
compliance-reference-0633,2.0,2.0,0.868041,0.0,5.0,0.0,1
compliance-reference-0634,0.0,3.0,0.638763,0.0,2.0,0.0,0
compliance-reference-0635,1.0,3.0,0.555867,0.0,3.0,0.0,1
compliance-reference-0636,0.0,0.0,0.011595,0.0,1.0,0.0,0
compliance-reference-0637,2.0,3.0,0.77443,0.0,5.0,0.0,1
compliance-reference-0638,0.0,1.0,0.666762,1.0,2.0,0.0,0
compliance-reference-0639,0.0,4.0,0.073572,0.0,2.0,0.0,0
compliance-reference-0640,2.0,2.0,0.385239,0.0,2.0,0.0,1
compliance-reference-0641,2.0,2.0,0.787158,1.0,5.0,1.0,1
compliance-reference-0642,1.0,1.0,0.923069,0.0,3.0,1.0,1
compliance-reference-0643,1.0,1.0,0.497475,0.0,2.0,0.0,0
compliance-reference-0644,0.0,3.0,0.433371,0.0,1.0,0.0,0
compliance-reference-0645,1.0,0.0,0.76937,0.0,2.0,0.0,0
compliance-reference-0646,2.0,0.0,0.79932,0.0,2.0,0.0,1
compliance-reference-0647,0.0,3.0,0.407344,0.0,2.0,0.0,0
compliance-reference-0648,1.0,1.0,0.140938,0.0,0.0,0.0,0
compliance-reference-0649,1.0,3.0,0.257149,0.0,3.0,0.0,1
compliance-reference-0650,2.0,2.0,0.675197,0.0,1.0,1.0,1
compliance-reference-0651,2.0,2.0,0.740799,0.0,5.0,1.0,1
compliance-reference-0652,0.0,0.0,0.283548,1.0,0.0,1.0,0
compliance-reference-0653,0.0,3.0,0.196101,0.0,1.0,1.0,0
compliance-reference-0654,1.0,4.0,0.267961,0.0,0.0,0.0,1
compliance-reference-0655,1.0,3.0,0.046465,0.0,1.0,0.0,0
compliance-reference-0656,2.0,0.0,0.979467,0.0,1.0,0.0,1
compliance-reference-0657,1.0,4.0,0.230975,0.0,2.0,1.0,1
compliance-reference-0658,0.0,4.0,0.646479,1.0,4.0,1.0,1
compliance-reference-0659,2.0,0.0,0.860436,1.0,5.0,0.0,1
compliance-reference-0660,1.0,1.0,0.164693,0.0,5.0,1.0,1
compliance-reference-0661,1.0,1.0,0.2616,1.0,0.0,0.0,0
compliance-reference-0662,2.0,1.0,0.963092,1.0,2.0,1.0,1
compliance-reference-0663,2.0,1.0,0.56619,1.0,3.0,0.0,1
compliance-reference-0664,1.0,3.0,0.273844,1.0,5.0,0.0,1
compliance-reference-0665,0.0,3.0,0.973764,1.0,2.0,0.0,0
compliance-reference-0666,2.0,2.0,0.390469,0.0,3.0,0.0,1
compliance-reference-0667,1.0,1.0,0.403482,1.0,0.0,0.0,1
compliance-reference-0668,1.0,1.0,0.297408,0.0,4.0,1.0,1
compliance-reference-0669,2.0,4.0,0.216016,0.0,3.0,1.0,1
compliance-reference-0670,1.0,0.0,0.481588,0.0,3.0,0.0,0
compliance-reference-0671,2.0,2.0,0.429335,0.0,0.0,1.0,1
compliance-reference-0672,2.0,0.0,0.503327,0.0,3.0,0.0,1
compliance-reference-0673,2.0,1.0,0.625136,0.0,3.0,0.0,1
compliance-reference-0674,1.0,3.0,0.082501,0.0,0.0,0.0,0
compliance-reference-0675,2.0,3.0,0.536341,1.0,5.0,1.0,1
compliance-reference-0676,1.0,1.0,0.908137,1.0,5.0,1.0,1
compliance-reference-0677,0.0,0.0,0.349703,1.0,1.0,1.0,0
compliance-reference-0678,2.0,3.0,0.698087,0.0,4.0,0.0,1
compliance-reference-0679,1.0,1.0,0.760619,0.0,3.0,1.0,1
compliance-reference-0680,1.0,2.0,0.616027,0.0,0.0,0.0,0
compliance-reference-0681,2.0,1.0,0.90565,0.0,4.0,0.0,1
compliance-reference-0682,2.0,0.0,0.706841,0.0,4.0,0.0,1
compliance-reference-0683,1.0,3.0,0.518618,0.0,3.0,1.0,1
compliance-reference-0684,0.0,2.0,0.11556,1.0,0.0,0.0,0
compliance-reference-0685,2.0,2.0,0.927096,1.0,1.0,1.0,1
compliance-reference-0686,2.0,0.0,0.15635,0.0,3.0,0.0,1
compliance-reference-0687,2.0,0.0,0.663415,0.0,2.0,0.0,1
compliance-reference-0688,0.0,0.0,0.181628,0.0,4.0,1.0,0
compliance-reference-0689,2.0,0.0,0.917535,1.0,2.0,0.0,1
compliance-reference-0690,2.0,4.0,0.161005,0.0,4.0,0.0,1
compliance-reference-0691,0.0,4.0,0.589847,0.0,0.0,1.0,0
compliance-reference-0692,0.0,3.0,0.259196,0.0,3.0,0.0,0
compliance-reference-0693,1.0,4.0,0.778102,1.0,3.0,1.0,1
compliance-reference-0694,2.0,3.0,0.94281,0.0,1.0,0.0,1
compliance-reference-0695,1.0,3.0,0.795644,0.0,0.0,1.0,1
compliance-reference-0696,0.0,4.0,0.238235,0.0,5.0,0.0,0
compliance-reference-0697,1.0,4.0,0.807139,0.0,4.0,1.0,1
compliance-reference-0698,0.0,4.0,0.346664,0.0,2.0,0.0,0
compliance-reference-0699,2.0,3.0,0.668533,1.0,0.0,0.0,1
compliance-reference-0700,0.0,2.0,0.36715,0.0,3.0,0.0,0
compliance-reference-0701,0.0,0.0,0.080361,0.0,1.0,0.0,0
compliance-reference-0702,1.0,1.0,0.096926,0.0,1.0,0.0,0
compliance-reference-0703,0.0,2.0,0.930586,1.0,1.0,1.0,1
compliance-reference-0704,2.0,4.0,0.535076,0.0,2.0,0.0,1
compliance-reference-0705,2.0,3.0,0.03434,1.0,2.0,1.0,1
compliance-reference-0706,2.0,0.0,0.767899,0.0,5.0,0.0,1
compliance-reference-0707,0.0,0.0,0.008623,0.0,4.0,0.0,0
compliance-reference-0708,0.0,3.0,0.353006,0.0,5.0,1.0,0
compliance-reference-0709,0.0,0.0,0.150758,0.0,5.0,0.0,0
compliance-reference-0710,2.0,3.0,0.095069,0.0,4.0,0.0,1
compliance-reference-0711,1.0,2.0,0.720267,0.0,4.0,0.0,1
compliance-reference-0712,1.0,2.0,0.360736,0.0,3.0,0.0,1
compliance-reference-0713,1.0,4.0,0.461495,0.0,2.0,0.0,1
compliance-reference-0714,2.0,3.0,0.758279,0.0,4.0,0.0,1
compliance-reference-0715,1.0,4.0,0.535694,0.0,4.0,0.0,1
compliance-reference-0716,0.0,1.0,0.932266,0.0,2.0,0.0,0
compliance-reference-0717,2.0,1.0,0.405244,1.0,4.0,0.0,1
compliance-reference-0718,1.0,1.0,0.257907,0.0,3.0,0.0,0
compliance-reference-0719,0.0,4.0,0.809719,0.0,4.0,0.0,0
compliance-reference-0720,1.0,2.0,0.850082,1.0,2.0,0.0,1
compliance-reference-0721,2.0,1.0,0.431352,0.0,5.0,0.0,1
compliance-reference-0722,2.0,3.0,0.332036,0.0,1.0,0.0,1
compliance-reference-0723,1.0,1.0,0.973918,1.0,3.0,0.0,1
compliance-reference-0724,0.0,0.0,0.477869,1.0,2.0,0.0,0
compliance-reference-0725,1.0,0.0,0.683911,1.0,0.0,0.0,1
compliance-reference-0726,0.0,3.0,0.307817,0.0,2.0,1.0,0
compliance-reference-0727,0.0,3.0,0.750667,1.0,1.0,0.0,1
compliance-reference-0728,1.0,1.0,0.228067,1.0,1.0,1.0,1
compliance-reference-0729,2.0,0.0,0.078626,0.0,2.0,0.0,1
compliance-reference-0730,0.0,1.0,0.815423,1.0,3.0,0.0,0
compliance-reference-0731,2.0,2.0,0.722858,1.0,5.0,1.0,1
compliance-reference-0732,0.0,0.0,0.995609,0.0,1.0,0.0,0
compliance-reference-0733,0.0,0.0,0.818228,1.0,4.0,1.0,1
compliance-reference-0734,2.0,1.0,0.581637,1.0,2.0,0.0,1
compliance-reference-0735,1.0,0.0,0.984312,1.0,1.0,0.0,1
compliance-reference-0736,1.0,0.0,0.039509,0.0,2.0,1.0,0
compliance-reference-0737,0.0,3.0,0.447902,0.0,5.0,1.0,1
compliance-reference-0738,1.0,1.0,0.858166,0.0,2.0,0.0,0
compliance-reference-0739,1.0,2.0,0.896018,0.0,1.0,0.0,1
compliance-reference-0740,2.0,1.0,0.529816,0.0,4.0,0.0,1
compliance-reference-0741,2.0,1.0,0.550588,0.0,0.0,0.0,1
compliance-reference-0742,1.0,4.0,0.907062,0.0,5.0,0.0,1
compliance-reference-0743,0.0,4.0,0.2249,1.0,3.0,0.0,1
compliance-reference-0744,0.0,1.0,0.637128,0.0,5.0,0.0,0
compliance-reference-0745,0.0,3.0,0.221036,1.0,1.0,0.0,0
compliance-reference-0746,1.0,0.0,0.596286,0.0,1.0,0.0,0
compliance-reference-0747,0.0,2.0,0.902453,1.0,5.0,0.0,1
compliance-reference-0748,2.0,0.0,0.703231,0.0,1.0,1.0,1
compliance-reference-0749,1.0,1.0,0.625525,0.0,0.0,0.0,0
compliance-reference-0750,1.0,1.0,0.723083,0.0,5.0,0.0,0
