split,client_id,sample_id,x1,x2,label
test,global-test,test-0095,-0.84362463,1.16798438,0
test,global-test,test-0096,0.55961238,-0.10138959,0
test,global-test,test-0097,-0.74771721,0.703029,0
test,global-test,test-0098,-0.9478249,0.47025011,1
test,global-test,test-0099,-1.9087587,3.2479732,0
test,global-test,test-0100,-1.27507057,1.0557584,0
test,global-test,test-0101,0.5522424,1.43178167,0
test,global-test,test-0102,-1.03342437,1.51718777,0
test,global-test,test-0103,-1.32696026,0.35549095,1
test,global-test,test-0104,2.02955607,1.36365621,1
test,global-test,test-0105,-0.04217648,-1.41000985,1
test,global-test,test-0106,1.09166117,1.94363876,0
test,global-test,test-0107,-1.65441566,-0.5495028,0
test,global-test,test-0108,-0.09531501,2.1214464,0
test,global-test,test-0109,1.15939302,0.90872113,1
test,global-test,test-0110,1.12210348,-2.48691994,1
test,global-test,test-0111,-0.98278769,0.9541228,0
test,global-test,test-0112,-0.46951551,-2.04533347,1
test,global-test,test-0113,0.02891402,2.67253461,0
test,global-test,test-0114,1.57862342,-1.6291225,1
test,global-test,test-0115,0.51042674,-0.39650871,1
test,global-test,test-0116,-0.26716453,-1.22277328,1
test,global-test,test-0117,0.33957724,2.53003097,0
test,global-test,test-0118,-0.48429779,0.55046271,0
test,global-test,test-0119,-1.51930135,-0.05167356,0
test,global-test,test-0120,0.13606808,0.79356495,1
test,global-test,test-0121,-0.71916029,0.86660109,0
test,global-test,test-0122,0.43986565,-0.43702927,1
test,global-test,test-0123,-1.14627878,-0.51466084,0
test,global-test,test-0124,0.74304941,-1.83707925,1
test,global-test,test-0125,-0.01693965,1.47514278,0
test,global-test,test-0126,-0.41393319,-0.37612448,0
test,global-test,test-0127,0.28621413,-1.24010754,1
test,global-test,test-0128,2.17695684,-0.48869413,1
test,global-test,test-0129,-1.48638719,1.73461012,0
test,global-test,test-0130,-0.10599045,-1.4357207,1
test,global-test,test-0131,0.90995734,1.13607233,0
test,global-test,test-0132,-0.95538659,1.39784952,1
test,global-test,test-0133,0.66206471,-0.0045115,1
test,global-test,test-0134,0.9340839,0.07532632,1
test,global-test,test-0135,0.85087519,0.56606478,1
test,global-test,test-0136,-0.01543536,-2.45110369,1
test,global-test,test-0137,1.17170953,0.85739092,1
test,global-test,test-0138,0.58985854,-0.8804964,1
test,global-test,test-0139,-1.1141781,-0.76809898,1
test,global-test,test-0140,-0.65176397,1.64543704,0
test,global-test,test-0141,-0.0658178,2.12620743,0
test,global-test,test-0142,1.48182832,0.0963715,1
test,global-test,test-0143,2.01509461,0.41091358,1
test,global-test,test-0144,0.71968792,0.44457794,1
test,global-test,test-0145,-1.37403529,-1.23028693,0
test,global-test,test-0146,1.29866239,1.64085885,1
test,global-test,test-0147,1.57416914,0.22522633,1
test,global-test,test-0148,-2.38672409,-2.94991581,1
test,global-test,test-0149,-1.09985003,-0.38261006,0
test,global-test,test-0150,-0.17649375,1.70639458,0
test,global-test,test-0151,-1.43378401,0.41448928,0
test,global-test,test-0152,-2.59650601,1.06912019,0
test,global-test,test-0153,-2.0093562,-1.70728178,0
test,global-test,test-0154,-0.19807589,0.40723406,1
test,global-test,test-0155,0.67090641,-1.47512296,0
test,global-test,test-0156,-1.23281159,0.13632933,0
test,global-test,test-0157,-1.63563135,0.14134239,0
test,global-test,test-0158,1.18032962,-0.33911509,1
test,global-test,test-0159,1.77678963,0.54962299,1
test,global-test,test-0160,0.6284123,-2.78370369,1
test,global-test,test-0161,2.36134607,3.04158326,0
test,global-test,test-0162,-1.88307529,2.11597744,0
test,global-test,test-0163,0.45543842,2.59606573,0
test,global-test,test-0164,-0.45340679,-0.76656951,1
test,global-test,test-0165,0.29530699,-0.73991839,0
test,global-test,test-0166,2.51307332,0.87788898,1
test,global-test,test-0167,0.73486043,0.6142275,0
test,global-test,test-0168,-1.68448096,-0.13659357,0
test,global-test,test-0169,1.0834209,0.48440352,1
test,global-test,test-0170,0.32197775,0.28759292,1
test,global-test,test-0171,0.04356467,-1.94291778,1
test,global-test,test-0172,0.47108803,0.04288407,1
test,global-test,test-0173,2.05979168,0.50611459,1
test,global-test,test-0174,-0.21290748,0.74857496,0
test,global-test,test-0175,-0.89785695,0.59905541,0
test,global-test,test-0176,0.77552559,-0.65901216,1
test,global-test,test-0177,-0.36609253,-0.49883659,0
test,global-test,test-0178,-0.95431326,0.5461757,0
test,global-test,test-0179,-1.42909839,-0.84005256,0
test,global-test,test-0180,2.63276202,0.61707418,1
test,global-test,test-0181,-0.39959608,-1.50200145,1
test,global-test,test-0182,-0.23402754,-0.85794448,1
test,global-test,test-0183,0.88823516,0.28374842,1
test,global-test,test-0184,1.35388659,-0.95251713,1
test,global-test,test-0185,-0.91717027,1.5449163,0
test,global-test,test-0186,-0.63934925,-2.34997867,1
test,global-test,test-0187,-1.1801508,-1.57745434,1
test,global-test,test-0188,-1.02067197,0.84811665,0
test,global-test,test-0189,-0.53146913,1.25931531,0
test,global-test,test-0190,0.84740907,0.63230339,1
test,global-test,test-0191,0.47732672,1.05931389,0
test,global-test,test-0192,-1.5074139,1.42752077,0
test,global-test,test-0193,1.20791153,-1.21955531,1
test,global-test,test-0194,0.32681401,0.56507744,1
test,global-test,test-0195,0.9401368,-1.35844363,1
test,global-test,test-0196,-0.12904827,1.00470823,0
test,global-test,test-0197,-0.7011916,0.31648088,0
test,global-test,test-0198,0.01046505,-0.2098312,1
test,global-test,test-0199,0.94544286,-2.49020158,1
test,global-test,test-0200,-1.0778418,0.05829236,0
test,global-test,test-0201,-0.31185782,-1.0198338,1
test,global-test,test-0202,0.56417371,0.36968817,1
test,global-test,test-0203,0.99489654,0.12327106,1
test,global-test,test-0204,-0.07421178,0.05141466,1
test,global-test,test-0205,1.75885138,0.79107632,0
test,global-test,test-0206,-2.04032366,1.04832571,0
test,global-test,test-0207,0.17247294,-1.39576827,1
test,global-test,test-0208,0.40312015,-0.15297648,1
test,global-test,test-0209,-0.24755685,0.90768813,0
test,global-test,test-0210,0.78311589,-2.63506745,1
test,global-test,test-0211,-0.24202165,-0.84111243,0
test,global-test,test-0212,-1.37305309,1.39616645,0
test,global-test,test-0213,0.86635899,-1.53976016,1
test,global-test,test-0214,-1.43041394,-0.45027466,0
test,global-test,test-0215,0.36637751,0.10357839,1
test,global-test,test-0216,1.05011445,0.90169363,0
test,global-test,test-0217,0.2922557,0.2566902,0
test,global-test,test-0218,1.06896758,1.58946622,1
test,global-test,test-0219,-2.36215631,-0.52465644,0
test,global-test,test-0220,0.20641021,0.19950223,0
test,global-test,test-0221,-0.36170139,1.01734196,0
test,global-test,test-0222,1.64775679,2.05164814,0
test,global-test,test-0223,-1.14493082,-1.26521919,0
test,global-test,test-0224,-1.57094747,-1.18243585,1
test,global-test,test-0225,0.50233851,0.29708513,1
test,global-test,test-0226,0.15925155,-0.8956272,0
test,global-test,test-0227,1.93980865,1.06069312,0
test,global-test,test-0228,-0.90785148,-0.38374243,0
test,global-test,test-0229,0.01265201,0.82774164,0
test,global-test,test-0230,0.52729246,-0.26050204,1
test,global-test,test-0231,0.22392312,0.80402554,1
test,global-test,test-0232,-0.71070595,0.56291816,0
test,global-test,test-0233,-1.04316326,-0.64507351,1
test,global-test,test-0234,0.63857736,-0.91099654,1
test,global-test,test-0235,1.57535784,-0.32172994,1
test,global-test,test-0236,-0.07246969,-0.36082422,1
test,global-test,test-0237,-0.39412906,-0.15711241,0
test,global-test,test-0238,0.01283447,0.69115065,0
test,global-test,test-0239,1.19281634,-0.36851666,1
test,global-test,test-0240,-3.63688728,-2.76467974,0
test,global-test,test-0241,0.91150962,0.72385012,1
test,global-test,test-0242,1.48501409,-1.82295903,1
test,global-test,test-0243,-0.19235052,-0.70280809,1
test,global-test,test-0244,0.47120587,-0.43040584,0
test,global-test,test-0245,-1.0160349,1.76871873,0
test,global-test,test-0246,-1.92226037,-0.17414556,0
test,global-test,test-0247,0.1711251,-2.24305291,1
test,global-test,test-0248,0.29006719,-0.90617231,1
test,global-test,test-0249,-0.11154835,-1.68501928,1
test,global-test,test-0250,-0.08248241,-0.87406054,1
test,global-test,test-0251,0.15789439,0.46571913,0
test,global-test,test-0252,-1.18699317,2.00681628,0
test,global-test,test-0253,-0.78889053,0.40479861,0
test,global-test,test-0254,-0.73539551,0.70862909,0
test,global-test,test-0255,0.91345838,-1.10275169,0
test,global-test,test-0256,0.72434356,-2.08682034,1
test,global-test,test-0257,-1.45963593,0.51135532,0
test,global-test,test-0258,0.81879709,-1.90959875,1
test,global-test,test-0259,0.49117328,0.99125607,0
test,global-test,test-0260,0.08462277,-0.81372081,1
test,global-test,test-0261,-2.40529702,-0.1367095,0
test,global-test,test-0262,0.48773652,-0.30688696,0
test,global-test,test-0263,0.01693652,2.21088097,0
test,global-test,test-0264,0.99002839,-1.09220506,1
test,global-test,test-0265,-0.70108954,0.50294825,0
test,global-test,test-0266,0.30823751,-1.43321886,1
test,global-test,test-0267,0.17927418,-0.07781202,1
test,global-test,test-0268,-0.41904103,3.81410046,0
test,global-test,test-0269,-1.43986052,0.38625152,0
test,global-test,test-0270,0.43474084,-1.56016759,1
test,global-test,test-0271,-0.88666143,-1.45957115,1
test,global-test,test-0272,-1.4386773,0.62222157,0
test,global-test,test-0273,1.09123713,0.21517894,1
test,global-test,test-0274,0.15571474,-0.73331938,1
test,global-test,test-0275,0.78891438,-0.30065202,1
test,global-test,test-0276,-2.20310603,-3.32552162,1
test,global-test,test-0277,-0.28564099,-0.05961566,1
test,global-test,test-0278,-1.44619734,0.97133653,0
test,global-test,test-0279,0.04442835,0.78176216,0
test,global-test,test-0280,-0.98692821,-0.07500067,0
test,global-test,test-0281,1.53222713,1.25739487,1
test,global-test,test-0282,0.01269513,-0.20916824,1
test,global-test,test-0283,0.09220563,-1.61784869,1
test,global-test,test-0284,0.5798698,-1.24447003,1
test,global-test,test-0285,0.21670721,-0.45460162,1
test,global-test,test-0286,-0.17445537,-0.30827408,1
test,global-test,test-0287,-0.36382121,-1.12572406,1
test,global-test,test-0288,0.74931232,2.81536827,0
test,global-test,test-0289,-1.31692589,-3.1791903,1
test,global-test,test-0290,-0.94071816,-0.53537914,1
test,global-test,test-0291,0.30402859,0.83203841,0
test,global-test,test-0292,-0.75209115,0.63551906,1
test,global-test,test-0293,-0.65852406,-0.60881051,0
test,global-test,test-0294,-1.26159108,-2.04119671,1
test,global-test,test-0295,-0.49276672,-0.74198947,0
test,global-test,test-0296,1.89113111,0.68117451,1
test,global-test,test-0297,0.16213328,-1.2825512,1
test,global-test,test-0298,-0.762671,0.76808904,0
test,global-test,test-0299,-0.70225014,0.49679029,0
test,global-test,test-0300,0.45290623,0.82144687,0
test,global-test,test-0301,0.05817201,1.80617603,0
test,global-test,test-0302,0.93051817,-0.74434463,1
test,global-test,test-0303,1.81959319,1.5942221,0
test,global-test,test-0304,2.8197448,0.25221064,1
test,global-test,test-0305,0.59195146,2.0919983,1
test,global-test,test-0306,1.61424748,-0.77036795,1
test,global-test,test-0307,-0.15115721,0.34160861,0
test,global-test,test-0308,-0.08912376,-0.07451535,1
test,global-test,test-0309,0.09315525,-0.50490763,1
test,global-test,test-0310,0.47976051,-1.15607654,1
test,global-test,test-0311,0.75001843,1.68696459,1
test,global-test,test-0312,-0.35258238,-0.72533176,0
test,global-test,test-0313,0.73930829,0.27564518,1
test,global-test,test-0314,0.86961554,0.01101117,0
test,global-test,test-0315,0.52958927,1.05696447,1
test,global-test,test-0316,1.93241208,-0.30906376,1
test,global-test,test-0317,-0.67746726,1.84900862,0
test,global-test,test-0318,0.04837347,-1.29095504,1
test,global-test,test-0319,-1.2868679,0.26383903,1
test,global-test,test-0320,0.94708894,0.25967345,1
test,global-test,test-0321,0.56445897,-1.88601215,1
test,global-test,test-0322,1.09683366,-0.51114265,1
test,global-test,test-0323,0.16774351,0.1574884,0
test,global-test,test-0324,-0.14068055,0.95305931,0
test,global-test,test-0325,-0.42603678,-1.13182509,1
test,global-test,test-0326,-0.70717241,-0.09005017,0
test,global-test,test-0327,0.27003891,0.91921806,0
test,global-test,test-0328,2.1068589,-2.31990431,1
test,global-test,test-0329,-0.39053136,-0.82996221,1
test,global-test,test-0330,0.38354128,1.15678304,1
test,global-test,test-0331,0.76745657,-0.05441268,1
test,global-test,test-0332,1.82492898,0.94124025,1
test,global-test,test-0333,0.62011237,-1.02183503,1
test,global-test,test-0334,-0.98624041,-0.71167814,0
test,global-test,test-0335,0.80329191,0.80840236,1
test,global-test,test-0336,0.67973372,-0.95676836,0
test,global-test,test-0337,-0.96547525,0.70916765,1
test,global-test,test-0338,0.93351789,-1.38813842,1
test,global-test,test-0339,-0.73973946,-0.29298458,1
test,global-test,test-0340,0.07769056,0.37980322,1
test,global-test,test-0341,0.59498671,0.29404064,1
test,global-test,test-0342,0.73509057,0.35729061,1
test,global-test,test-0343,-0.84803702,-1.60411139,1
test,global-test,test-0344,-1.88235761,-0.13460169,0
test,global-test,test-0345,0.72871733,-1.20181067,1
test,global-test,test-0346,-0.87130439,0.52346727,0
test,global-test,test-0347,1.86381841,-0.67407495,1
test,global-test,test-0348,-0.44420127,0.60064663,0
test,global-test,test-0349,1.0698705,1.11669641,0
test,global-test,test-0350,-1.30839979,0.41605638,0
test,global-test,test-0351,-0.3308928,-0.86133836,0
test,global-test,test-0352,2.3390503,-3.22470708,1
test,global-test,test-0353,0.31912255,1.27050045,0
test,global-test,test-0354,0.28517318,-1.70043655,1
test,global-test,test-0355,-0.52000475,-1.34875816,1
test,global-test,test-0356,0.58636198,1.00021886,1
test,global-test,test-0357,-0.37466905,0.21836923,1
test,global-test,test-0358,-0.25042229,-0.03373903,0
test,global-test,test-0359,1.23543834,0.76383769,0
test,global-test,test-0360,-0.15471527,0.29351105,1
