sample_id,coverage,risk_alignment,resource_efficiency,constraint_fit,authorization,lstm_trend,priority,objective_fit,label
decision-reference-0278,0.881111,0.236547,0.452611,0.947043,1.0,0.757159,0.289957,0.008055,1
decision-reference-0279,0.045918,0.574734,0.268711,0.565473,1.0,0.635773,0.762485,0.553477,0
decision-reference-0280,0.292034,0.03892,0.135259,0.638401,1.0,0.551186,0.457931,0.061518,0
decision-reference-0281,0.264619,0.030963,0.477223,0.394796,0.0,0.227085,0.43595,0.041131,0
decision-reference-0282,0.482258,0.443769,0.478348,0.543234,1.0,0.481407,0.629082,0.619061,1
decision-reference-0283,0.770266,0.514356,0.618773,0.056982,1.0,0.775413,0.196834,0.904983,1
decision-reference-0284,0.665203,0.595103,0.260706,0.288702,0.0,0.216106,0.930527,0.3176,0
decision-reference-0285,0.702186,0.116023,0.594127,0.908991,0.0,0.598109,0.108376,0.995278,1
decision-reference-0286,0.465221,0.493163,0.210423,0.565452,1.0,0.158982,0.798198,0.718913,0
decision-reference-0287,0.543461,0.150891,0.719392,0.034257,1.0,0.367859,0.012344,0.805298,0
decision-reference-0288,0.41934,0.602877,0.156638,0.870329,1.0,0.570755,0.447344,0.300322,1
decision-reference-0289,0.345805,0.462866,0.980979,0.504945,1.0,0.438989,0.888394,0.847772,1
decision-reference-0290,0.770443,0.835405,0.754245,0.455124,1.0,0.168162,0.584916,0.900534,1
decision-reference-0291,0.665076,0.417285,0.610095,0.029456,1.0,0.854427,0.107083,0.017958,0
decision-reference-0292,0.347018,0.876188,0.659559,0.805886,1.0,0.106252,0.767711,0.433746,1
decision-reference-0293,0.461781,0.624646,0.851473,0.557116,0.0,0.916481,0.386651,0.926447,1
decision-reference-0294,0.62477,0.071355,0.985226,0.935582,1.0,0.032499,0.683345,0.963933,1
decision-reference-0295,0.891676,0.043419,0.884161,0.93141,1.0,0.544799,0.017026,0.849044,1
decision-reference-0296,0.413117,0.26111,0.964443,0.779653,0.0,0.55597,0.921471,0.951293,0
decision-reference-0297,0.264149,0.116663,0.990325,0.222928,1.0,0.030321,0.538772,0.537739,0
decision-reference-0298,0.467197,0.629184,0.095914,0.785413,1.0,0.981991,0.813619,0.041521,1
decision-reference-0299,0.941538,0.236785,0.243374,0.04504,0.0,0.669602,0.774892,0.56684,0
decision-reference-0300,0.149811,0.343938,0.814308,0.651382,1.0,0.993234,0.665483,0.776104,1
decision-reference-0301,0.790681,0.543627,0.830678,0.436434,0.0,0.899645,0.037753,0.02367,0
decision-reference-0302,0.69669,0.825455,0.187875,0.847047,1.0,0.060459,0.424992,0.20966,1
decision-reference-0303,0.344507,0.819621,0.5302,0.623082,0.0,0.88595,0.116809,0.761542,0
decision-reference-0304,0.366314,0.419511,0.856126,0.912892,1.0,0.303767,0.174783,0.168772,0
decision-reference-0305,0.063021,0.468436,0.33738,0.086185,0.0,0.201632,0.203376,0.438313,0
decision-reference-0306,0.348115,0.212338,0.942783,0.666139,0.0,0.219499,0.673231,0.695378,0
decision-reference-0307,0.842258,0.872325,0.616306,0.984199,1.0,0.473727,0.089872,0.418528,1
decision-reference-0308,0.995973,0.928224,0.400649,0.232383,1.0,0.945431,0.120277,0.577096,1
decision-reference-0309,0.684803,0.584684,0.107275,0.348487,1.0,0.748269,0.851943,0.331575,1
decision-reference-0310,0.69189,0.75863,0.619919,0.605649,1.0,0.283259,0.533567,0.994525,1
decision-reference-0311,0.323148,0.223577,0.171961,0.359923,1.0,0.432873,0.371732,0.466372,0
decision-reference-0312,0.105596,0.242041,0.842514,0.476994,1.0,0.408972,0.662899,0.848054,0
decision-reference-0313,0.419807,0.33611,0.788048,0.251747,0.0,0.408507,0.677278,0.741564,0
decision-reference-0314,0.661993,0.010912,0.267858,0.878082,1.0,0.702652,0.831166,0.476254,1
decision-reference-0315,0.025304,0.817206,0.503101,0.220292,0.0,0.308978,0.925593,0.836407,0
decision-reference-0316,0.038257,0.466926,0.643051,0.741037,1.0,0.989814,0.191001,0.141307,1
decision-reference-0317,0.684821,0.809611,0.311036,0.715802,1.0,0.450081,0.067009,0.216061,1
decision-reference-0318,0.936156,0.988675,0.239685,0.895219,1.0,0.145657,0.740372,0.166423,1
decision-reference-0319,0.416923,0.689346,0.4275,0.54685,1.0,0.015683,0.581437,0.168976,1
decision-reference-0320,0.735748,0.059671,0.309392,0.728997,1.0,0.808599,0.797879,0.007575,1
decision-reference-0321,0.145851,0.922188,0.57993,0.501012,1.0,0.592008,0.764788,0.755827,1
decision-reference-0322,0.057223,0.128301,0.435953,0.158106,1.0,0.431489,0.495024,0.582512,0
decision-reference-0323,0.489553,0.748173,0.658776,0.972029,1.0,0.376357,0.616119,0.82779,1
decision-reference-0324,0.435584,0.788423,0.305314,0.460709,1.0,0.815522,0.57297,0.679772,1
decision-reference-0325,0.898701,0.994086,0.69458,0.100963,1.0,0.296874,0.623547,0.088816,1
decision-reference-0326,0.650556,0.881962,0.708649,0.374753,1.0,0.56647,0.855803,0.097596,1
decision-reference-0327,0.410846,0.323093,0.564997,0.11841,1.0,0.828499,0.93777,0.905301,1
decision-reference-0328,0.80792,0.638138,0.713501,0.184036,1.0,0.472006,0.888104,0.51689,1
decision-reference-0329,0.433947,0.17292,0.258569,0.188124,1.0,0.793761,0.430433,0.718118,0
decision-reference-0330,0.795736,0.216484,0.367995,0.259674,1.0,0.63336,0.059587,0.122728,1
decision-reference-0331,0.120851,0.845727,0.278408,0.453723,1.0,0.798426,0.043762,0.652644,0
decision-reference-0332,0.481446,0.100474,0.500499,0.540818,1.0,0.87921,0.465737,0.601949,1
decision-reference-0333,0.149669,0.963529,0.956199,0.995765,1.0,0.314556,0.848389,0.473544,1
decision-reference-0334,0.315115,0.823973,0.451689,0.620085,1.0,0.58065,0.804265,0.383896,1
decision-reference-0335,0.372942,0.133069,0.373976,0.45384,1.0,0.64117,0.364987,0.039458,0
decision-reference-0336,0.981539,0.432152,0.062435,0.077554,1.0,0.379578,0.964131,0.440201,1
decision-reference-0337,0.17396,0.867223,0.470964,0.946204,1.0,0.090968,0.04174,0.413857,0
decision-reference-0338,0.319835,0.34615,0.598686,0.18155,1.0,0.989816,0.496037,0.308921,0
decision-reference-0339,0.910094,0.189868,0.604206,0.820525,1.0,0.770261,0.69331,0.602416,1
decision-reference-0340,0.702423,0.441063,0.682018,0.897276,1.0,0.693076,0.558314,0.339754,1
decision-reference-0341,0.234828,0.101026,0.276933,0.468461,1.0,0.931062,0.387095,0.916454,1
decision-reference-0342,0.712302,0.34152,0.075191,0.881214,1.0,0.684696,0.150855,0.190018,1
decision-reference-0343,0.478751,0.373402,0.604693,0.613487,1.0,0.218478,0.989853,0.077663,1
decision-reference-0344,0.367252,0.712689,0.511951,0.777498,0.0,0.401823,0.057383,0.843062,0
decision-reference-0345,0.561608,0.486325,0.097028,0.277952,1.0,0.846879,0.481105,0.048681,0
decision-reference-0346,0.585094,0.927367,0.160695,0.630725,0.0,0.152297,0.307722,0.28876,0
decision-reference-0347,0.770622,0.807341,0.32948,0.063377,0.0,0.68714,0.858331,0.809433,1
decision-reference-0348,0.888838,0.551603,0.703747,0.982353,1.0,0.488386,0.669603,0.058643,1
decision-reference-0349,0.59337,0.730736,0.472869,0.435956,1.0,0.655177,0.814207,0.721161,1
decision-reference-0350,0.464151,0.202318,0.040978,0.755188,1.0,0.662068,0.133184,0.174228,1
decision-reference-0351,0.207774,0.585639,0.117902,0.147994,1.0,0.612742,0.271981,0.809917,0
decision-reference-0352,0.672426,0.457024,0.368888,0.378819,1.0,0.69191,0.958858,0.793474,1
decision-reference-0353,0.778824,0.328823,0.279182,0.426407,1.0,0.542629,0.039599,0.313431,1
decision-reference-0354,0.488733,0.428983,0.653311,0.534785,0.0,0.023204,0.9218,0.625575,0
decision-reference-0355,0.145652,0.865422,0.280576,0.779445,1.0,0.206771,0.086914,0.963768,0
decision-reference-0356,0.717014,0.487205,0.771963,0.844142,1.0,0.621519,0.899925,0.30818,1
decision-reference-0357,0.619849,0.297953,0.530588,0.723252,0.0,0.876819,0.311872,0.01795,0
decision-reference-0358,0.797295,0.812341,0.211104,0.879842,1.0,0.677447,0.209337,0.632109,1
decision-reference-0359,0.809098,0.853814,0.364408,0.025521,1.0,0.731888,0.579652,0.47493,1
decision-reference-0360,0.905151,0.534363,0.141958,0.168981,1.0,0.451529,0.078628,0.9994,1
decision-reference-0361,0.973185,0.542464,0.245165,0.589897,1.0,0.068761,0.34533,0.588496,1
decision-reference-0362,0.54586,0.062597,0.910395,0.418552,1.0,0.86278,0.217327,0.118661,1
decision-reference-0363,0.438835,0.574095,0.967506,0.182928,0.0,0.128228,0.398692,0.661361,0
decision-reference-0364,0.399403,0.426131,0.41746,0.408823,1.0,0.934814,0.992601,0.795294,1
decision-reference-0365,0.138752,0.781584,0.855486,0.054885,1.0,0.507411,0.6032,0.229547,1
decision-reference-0366,0.393556,0.610591,0.447926,0.4369,1.0,0.375597,0.516445,0.551548,1
decision-reference-0367,0.917568,0.786831,0.819709,0.746186,0.0,0.479617,0.467469,0.859073,1
decision-reference-0368,0.180876,0.979608,0.223392,0.247315,1.0,0.644291,0.49108,0.572404,1
decision-reference-0369,0.784512,0.575328,0.914698,0.625455,1.0,0.110861,0.938204,0.020624,1
decision-reference-0370,0.532682,0.402607,0.13488,0.859951,1.0,0.294453,0.653551,0.427724,1
decision-reference-0371,0.672139,0.441958,0.281236,0.257543,0.0,0.38411,0.021731,0.493715,0
decision-reference-0372,0.900909,0.397283,0.294371,0.15183,1.0,0.357796,0.306152,0.03684,0
decision-reference-0373,0.801526,0.090523,0.124653,0.830268,1.0,0.279572,0.962877,0.94755,1
decision-reference-0374,0.058547,0.728823,0.209952,0.027364,0.0,0.213919,0.942826,0.026631,0
decision-reference-0375,0.167748,0.436692,0.796897,0.94458,1.0,0.954389,0.079089,0.64116,1
decision-reference-0376,0.704238,0.727764,0.1632,0.98428,1.0,0.509451,0.138503,0.720247,1
decision-reference-0377,0.37272,0.042742,0.396881,0.129801,1.0,0.851398,0.977208,0.23543,0
decision-reference-0378,0.711183,0.577251,0.592508,0.710804,1.0,0.704824,0.258713,0.237462,1
decision-reference-0379,0.847091,0.131728,0.831484,0.992835,1.0,0.168643,0.023229,0.519344,1
decision-reference-0380,0.015453,0.751289,0.928619,0.972496,1.0,0.440811,0.612799,0.777837,1
decision-reference-0381,0.624547,0.790943,0.200557,0.040429,0.0,0.983386,0.664268,0.895261,0
decision-reference-0382,0.701558,0.141489,0.407872,0.484942,1.0,0.021541,0.23469,0.726905,1
decision-reference-0383,0.571552,0.968097,0.25667,0.306086,1.0,0.263727,0.129355,0.065965,1
decision-reference-0384,0.22525,0.088249,0.265979,0.498902,1.0,0.590829,0.788618,0.13298,0
decision-reference-0385,0.176208,0.446108,0.796384,0.157392,1.0,0.969179,0.80663,0.211447,1
decision-reference-0386,0.422105,0.990704,0.850989,0.202653,1.0,0.806147,0.901725,0.962477,1
decision-reference-0387,0.514826,0.830647,0.20786,0.235623,1.0,0.054819,0.671369,0.995034,1
decision-reference-0388,0.807772,0.06687,0.479709,0.797772,1.0,0.550202,0.38902,0.10871,1
decision-reference-0389,0.413001,0.811464,0.924707,0.441855,1.0,0.107677,0.404618,0.060019,1
decision-reference-0390,0.249012,0.576186,0.191946,0.395782,0.0,0.475431,0.497917,0.123562,0
decision-reference-0391,0.220769,0.576773,0.243917,0.859317,0.0,0.648161,0.525845,0.480432,0
decision-reference-0392,0.034743,0.630894,0.353656,0.695884,1.0,0.204084,0.707146,0.581061,1
decision-reference-0393,0.482873,0.599638,0.198888,0.517859,1.0,0.077201,0.833667,0.934018,1
decision-reference-0394,0.61561,0.847195,0.112687,0.879015,1.0,0.019401,0.853309,0.219541,1
decision-reference-0395,0.762952,0.704937,0.364668,0.116427,1.0,0.227027,0.436652,0.62762,1
decision-reference-0396,0.889992,0.792009,0.371038,0.121178,0.0,0.817604,0.539298,0.512385,0
decision-reference-0397,0.470831,0.042687,0.904942,0.336036,1.0,0.338138,0.907434,0.784159,0
decision-reference-0398,0.815251,0.938765,0.499431,0.727232,1.0,0.478372,0.554057,0.391561,1
decision-reference-0399,0.931139,0.754813,0.069503,0.981606,1.0,0.020607,0.468384,0.14035,1
decision-reference-0400,0.729735,0.803429,0.81341,0.532344,0.0,0.397498,0.421962,0.630748,1
decision-reference-0401,0.668054,0.170637,0.433218,0.439407,0.0,0.698508,0.544146,0.506547,0
decision-reference-0402,0.717308,0.657559,0.440572,0.476056,1.0,0.830709,0.899236,0.981545,1
decision-reference-0403,0.526905,0.976872,0.975561,0.594638,1.0,0.842454,0.759424,0.325845,1
decision-reference-0404,0.459582,0.255022,0.851558,0.801996,1.0,0.049807,0.758988,0.134773,1
decision-reference-0405,0.835067,0.063717,0.832668,0.009696,1.0,0.6785,0.830944,0.219735,1
decision-reference-0406,0.532011,0.01717,0.374836,0.78049,1.0,0.83046,0.20385,0.774149,1
decision-reference-0407,0.013506,0.537548,0.919025,0.193429,1.0,0.15957,0.5696,0.35222,0
decision-reference-0408,0.294013,0.565847,0.705149,0.130581,1.0,0.511525,0.859389,0.154563,0
decision-reference-0409,0.119609,0.053624,0.953002,0.288477,1.0,0.424213,0.550622,0.690099,0
decision-reference-0410,0.919514,0.572265,0.306882,0.806334,0.0,0.358836,0.778948,0.876711,1
decision-reference-0411,0.165973,0.590013,0.061591,0.128081,1.0,0.522914,0.291273,0.162417,0
decision-reference-0412,0.965536,0.13937,0.41532,0.926822,1.0,0.514849,0.510419,0.427976,1
decision-reference-0413,0.845375,0.548715,0.057574,0.860009,1.0,0.714288,0.507091,0.388737,1
decision-reference-0414,0.948407,0.437996,0.057942,0.877402,1.0,0.005099,0.641502,0.300549,1
decision-reference-0415,0.872967,0.732283,0.812423,0.735019,1.0,0.944446,0.299918,0.720235,1
decision-reference-0416,0.845391,0.191954,0.12387,0.482114,1.0,0.369586,0.140077,0.163504,0
decision-reference-0417,0.990454,0.785769,0.023085,0.407969,1.0,0.245044,0.900927,0.89517,1
decision-reference-0418,0.734242,0.566339,0.051622,0.608153,1.0,0.735861,0.693704,0.795179,1
decision-reference-0419,0.609108,0.676804,0.24537,0.75252,1.0,0.773476,0.404775,0.119469,1
decision-reference-0420,0.257942,0.69654,0.147133,0.618141,0.0,0.086961,0.810359,0.459199,0
decision-reference-0421,0.304283,0.199365,0.034304,0.138844,1.0,0.212176,0.921742,0.00032,0
decision-reference-0422,0.775627,0.685331,0.016825,0.677372,0.0,0.207203,0.187242,0.710555,0
decision-reference-0423,0.885227,0.15491,0.662388,0.451585,1.0,0.607406,0.627265,0.476438,1
decision-reference-0424,0.540949,0.400511,0.434404,0.007423,1.0,0.53023,0.737251,0.186328,0
decision-reference-0425,0.753324,0.608818,0.333757,0.458467,1.0,0.660527,0.365856,0.59763,1
decision-reference-0426,0.608014,0.437744,0.431065,0.782761,1.0,0.19371,0.580207,0.697682,1
decision-reference-0427,0.214768,0.774235,0.046095,0.719013,1.0,0.903863,0.423686,0.888369,1
decision-reference-0428,0.969424,0.429293,0.128815,0.379488,1.0,0.431153,0.902157,0.667163,1
decision-reference-0429,0.266817,0.528334,0.131947,0.211076,1.0,0.478366,0.590282,0.566971,0
decision-reference-0430,0.522012,0.269221,0.620429,0.371944,1.0,0.957617,0.12668,0.782578,0
decision-reference-0431,0.3182,0.329174,0.957264,0.913096,1.0,0.481424,0.136756,0.002559,1
decision-reference-0432,0.469782,0.323293,0.218818,0.760482,1.0,0.132997,0.58302,0.150073,1
decision-reference-0433,0.088047,0.521132,0.255424,0.720403,1.0,0.423469,0.378934,0.427282,0
decision-reference-0434,0.803258,0.928965,0.03679,0.111456,1.0,0.830267,0.197169,0.351452,1
decision-reference-0435,0.283539,0.781017,0.889607,0.936775,0.0,0.593902,0.643016,0.144816,1
decision-reference-0436,0.711267,0.768471,0.901616,0.860195,0.0,0.427779,0.86609,0.779839,1
decision-reference-0437,0.347875,0.709407,0.485529,0.204033,1.0,0.818949,0.664524,0.484291,1
decision-reference-0438,0.489718,0.24509,0.462495,0.664416,1.0,0.846839,0.52113,0.226196,1
decision-reference-0439,0.53833,0.635435,0.595973,0.526469,1.0,0.395018,0.266258,0.364537,1
decision-reference-0440,0.194724,0.352628,0.016866,0.55979,0.0,0.437544,0.11391,0.912172,0
decision-reference-0441,0.057084,0.551222,0.428043,0.368179,1.0,0.122936,0.236607,0.105794,0
decision-reference-0442,0.268933,0.051702,0.772968,0.793283,1.0,0.205054,0.689765,0.377153,0
decision-reference-0443,0.979488,0.632487,0.576844,0.121851,1.0,0.949521,0.860807,0.006854,1
decision-reference-0444,0.860187,0.376091,0.576452,0.14506,1.0,0.347743,0.757207,0.761981,1
decision-reference-0445,0.539698,0.108742,0.504507,0.113625,1.0,0.112095,0.966845,0.276475,0
decision-reference-0446,0.968836,0.347725,0.125499,0.45164,1.0,0.773217,0.029998,0.317897,1
decision-reference-0447,0.891125,0.158933,0.351378,0.261855,1.0,0.231767,0.098233,0.544574,1
decision-reference-0448,0.32255,0.228085,0.664594,0.151183,0.0,0.208984,0.785992,0.363056,0
decision-reference-0449,0.777174,0.690987,0.434223,0.17294,1.0,0.593393,0.91777,0.501894,1
decision-reference-0450,0.248622,0.358363,0.78239,0.117497,1.0,0.541023,0.16601,0.566821,0
decision-reference-0451,0.056427,0.607852,0.472084,0.347928,1.0,0.877998,0.554627,0.624364,1
decision-reference-0452,0.181617,0.985256,0.209982,0.487887,1.0,0.815914,0.531473,0.012858,1
decision-reference-0453,0.912791,0.592944,0.964993,0.797855,1.0,0.34579,0.479254,0.727186,1
decision-reference-0454,0.776841,0.412676,0.06879,0.22012,1.0,0.267235,0.732944,0.508534,0
decision-reference-0455,0.724413,0.221162,0.29125,0.952932,1.0,0.190868,0.690326,0.357841,1
decision-reference-0456,0.47752,0.633358,0.725693,0.833933,1.0,0.019824,0.190458,0.512632,1
decision-reference-0457,0.490292,0.894702,0.486449,0.523128,0.0,0.426737,0.97742,0.445427,1
decision-reference-0458,0.170401,0.245693,0.428006,0.447358,1.0,0.83719,0.266753,0.993351,0
decision-reference-0459,0.042491,0.667956,0.242485,0.226969,1.0,0.930195,0.140514,0.65563,0
decision-reference-0460,0.389468,0.549107,0.799475,0.483861,1.0,0.735948,0.800915,0.557708,1
decision-reference-0461,0.066981,0.135602,0.102369,0.214937,1.0,0.36388,0.270875,0.073406,0
decision-reference-0462,0.919912,0.501052,0.456105,0.118839,1.0,0.084337,0.614451,0.287777,1
decision-reference-0463,0.968461,0.398071,0.717143,0.475183,1.0,0.795292,0.896771,0.943532,1
decision-reference-0464,0.765947,0.211954,0.028906,0.557762,1.0,0.135057,0.112543,0.828956,0
decision-reference-0465,0.048489,0.826087,0.014327,0.559132,0.0,0.358018,0.550709,0.326771,0
decision-reference-0466,0.057315,0.308693,0.137917,0.897218,1.0,0.23478,0.869704,0.296745,0
decision-reference-0467,0.715592,0.103737,0.039179,0.995338,0.0,0.483001,0.606824,0.78124,0
decision-reference-0468,0.101765,0.21576,0.873444,0.859822,1.0,0.715262,0.972725,0.314391,1
decision-reference-0469,0.539598,0.545074,0.744849,0.8513,0.0,0.648813,0.819218,0.462643,1
decision-reference-0470,0.82566,0.160036,0.368226,0.476738,1.0,0.868906,0.755699,0.147919,1
decision-reference-0471,0.615291,0.506859,0.81098,0.749533,0.0,0.425464,0.316069,0.676419,1
decision-reference-0472,0.606605,0.404451,0.920522,0.650978,0.0,0.542951,0.102088,0.412488,1
decision-reference-0473,0.632101,0.120805,0.338467,0.983269,1.0,0.90277,0.621543,0.38437,1
decision-reference-0474,0.346447,0.502315,0.469282,0.134108,1.0,0.179997,0.365834,0.464026,0
decision-reference-0475,0.059057,0.367464,0.926773,0.176019,1.0,0.188091,0.651181,0.388232,0
decision-reference-0476,0.696711,0.756998,0.621999,0.218285,1.0,0.692893,0.485401,0.489732,1
decision-reference-0477,0.03091,0.542393,0.11951,0.820484,0.0,0.640722,0.753079,0.028461,0
decision-reference-0478,0.917282,0.36338,0.985822,0.415001,1.0,0.501697,0.88181,0.643356,1
decision-reference-0479,0.07476,0.027548,0.117521,0.628548,0.0,0.291037,0.018519,0.053707,0
decision-reference-0480,0.575794,0.344923,0.253294,0.351091,1.0,0.403072,0.930784,0.835671,1
decision-reference-0481,0.086722,0.939515,0.383218,0.32986,1.0,0.548302,0.697718,0.377923,0
decision-reference-0482,0.224648,0.505714,0.44523,0.349754,1.0,0.719935,0.022728,0.319321,0
decision-reference-0483,0.686162,0.471817,0.853419,0.089121,0.0,0.861022,0.310487,0.09604,0
decision-reference-0484,0.781485,0.606667,0.117721,0.436853,1.0,0.719887,0.555519,0.000918,1
decision-reference-0485,0.120767,0.247521,0.168469,0.450287,1.0,0.99696,0.876312,0.944066,1
decision-reference-0486,0.674279,0.952639,0.049068,0.192456,1.0,0.858989,0.866883,0.292846,1
decision-reference-0487,0.392931,0.943058,0.84314,0.62127,1.0,0.105695,0.887526,0.040794,1
decision-reference-0488,0.278251,0.64868,0.594145,0.63527,1.0,0.089731,0.497395,0.667378,0
decision-reference-0489,0.757453,0.387938,0.744004,0.154207,1.0,0.818034,0.015561,0.242006,1
decision-reference-0490,0.845797,0.339156,0.981268,0.545338,0.0,0.948013,0.868905,0.094338,1
decision-reference-0491,0.973254,0.257312,0.825487,0.416052,1.0,0.775053,0.330201,0.222217,1
decision-reference-0492,0.230118,0.099558,0.876953,0.989525,1.0,0.693456,0.544361,0.170144,1
decision-reference-0493,0.754519,0.886481,0.100989,0.082086,1.0,0.542944,0.04616,0.054223,0
decision-reference-0494,0.570222,0.236973,0.892653,0.289867,0.0,0.818381,0.118629,0.591078,0
decision-reference-0495,0.469953,0.386697,0.219794,0.208499,1.0,0.945399,0.577128,0.32418,1
decision-reference-0496,0.732453,0.334366,0.370413,0.772098,1.0,0.535964,0.220266,0.225653,1
decision-reference-0497,0.486312,0.779239,0.500677,0.171323,1.0,0.993181,0.78334,0.701173,1
decision-reference-0498,0.710053,0.801804,0.607147,0.755206,1.0,0.961261,0.651413,0.624057,1
decision-reference-0499,0.970559,0.724895,0.818654,0.005478,1.0,0.031013,0.496426,0.428036,1
decision-reference-0500,0.314415,0.983429,0.448296,0.35601,1.0,0.410417,0.441336,0.361158,1
decision-reference-0501,0.302663,0.136495,0.206284,0.836491,0.0,0.593768,0.356736,0.363022,0
decision-reference-0502,0.600938,0.382162,0.205952,0.39532,1.0,0.726876,0.938722,0.459162,1
decision-reference-0503,0.885157,0.267152,0.197736,0.552533,0.0,0.142565,0.511363,0.076722,0
decision-reference-0504,0.360486,0.573569,0.508862,0.234534,1.0,0.768417,0.130404,0.930528,1
decision-reference-0505,0.843013,0.837068,0.310055,0.457033,0.0,0.066678,0.729392,0.496802,1
decision-reference-0506,0.214683,0.767933,0.061826,0.985732,0.0,0.962705,0.098172,0.699894,0
decision-reference-0507,0.98948,0.572775,0.466016,0.132755,1.0,0.620813,0.814775,0.878424,1
decision-reference-0508,0.308121,0.030153,0.005497,0.967658,1.0,0.596371,0.865761,0.687994,0
decision-reference-0509,0.652693,0.083575,0.379262,0.64698,0.0,0.714858,0.126678,0.79093,0
decision-reference-0510,0.263381,0.437324,0.752285,0.04566,1.0,0.475802,0.208138,0.332138,0
decision-reference-0511,0.314101,0.059486,0.296606,0.683229,1.0,0.833371,0.592638,0.7037,1
decision-reference-0512,0.46911,0.288195,0.504468,0.729519,1.0,0.126544,0.171685,0.671057,0
decision-reference-0513,0.896755,0.966802,0.718306,0.361911,1.0,0.834197,0.464386,0.942709,1
decision-reference-0514,0.657554,0.167066,0.961609,0.208164,1.0,0.098594,0.078789,0.86843,0
decision-reference-0515,0.982418,0.121433,0.625823,0.943653,1.0,0.982881,0.149251,0.855706,1
decision-reference-0516,0.352643,0.035619,0.780629,0.171991,1.0,0.803741,0.825264,0.09993,0
decision-reference-0517,0.575987,0.002079,0.236692,0.355638,1.0,0.380288,0.788007,0.152818,0
decision-reference-0518,0.662339,0.722203,0.323073,0.52022,1.0,0.508367,0.843641,0.532611,1
decision-reference-0519,0.123116,0.629925,0.740166,0.45117,0.0,0.429514,0.264507,0.960116,0
decision-reference-0520,0.4532,0.058313,0.318219,0.212257,1.0,0.928444,0.710695,0.552543,0
decision-reference-0521,0.356502,0.440003,0.357659,0.473319,1.0,0.931539,0.292791,0.832377,1
decision-reference-0522,0.532373,0.269176,0.749557,0.484065,1.0,0.33095,0.529497,0.158238,1
decision-reference-0523,0.020557,0.357587,0.54971,0.269577,1.0,0.375495,0.929594,0.166444,0
decision-reference-0524,0.624779,0.865767,0.221014,0.636463,1.0,0.801879,0.254402,0.905558,1
decision-reference-0525,0.276663,0.103688,0.002506,0.845716,1.0,0.867758,0.878264,0.985033,1
decision-reference-0526,0.894829,0.110096,0.648216,0.168378,1.0,0.041326,0.176307,0.548718,0
decision-reference-0527,0.959526,0.971898,0.27284,0.234119,1.0,0.019269,0.812006,0.477099,1
decision-reference-0528,0.23856,0.271627,0.882275,0.240375,1.0,0.392069,0.813992,0.569015,0
decision-reference-0529,0.960045,0.609297,0.008463,0.184917,1.0,0.84284,0.775118,0.786408,1
decision-reference-0530,0.443241,0.965851,0.411273,0.716903,1.0,0.44336,0.166782,0.52476,1
decision-reference-0531,0.059314,0.178753,0.133272,0.557198,1.0,0.355474,0.551261,0.593291,0
decision-reference-0532,0.4087,0.978094,0.319609,0.304975,1.0,0.635214,0.929068,0.621163,1
decision-reference-0533,0.393893,0.999064,0.265939,0.307317,1.0,0.099594,0.470016,0.280612,0
decision-reference-0534,0.983183,0.902482,0.119079,0.896111,1.0,0.959601,0.568449,0.667277,1
decision-reference-0535,0.807411,0.35965,0.736144,0.15422,0.0,0.650239,0.743073,0.238411,0
decision-reference-0536,0.616446,0.005269,0.46128,0.995173,0.0,0.798264,0.084055,0.694951,1
decision-reference-0537,0.576311,0.94507,0.632743,0.335503,1.0,0.590159,0.121142,0.929276,1
decision-reference-0538,0.061975,0.503108,0.098226,0.125012,1.0,0.016086,0.478809,0.56767,0
decision-reference-0539,0.073821,0.937321,0.583866,0.613839,1.0,0.93899,0.474828,0.792925,1
decision-reference-0540,0.375301,0.958266,0.495429,0.796764,1.0,0.110436,0.275178,0.828358,1
decision-reference-0541,0.556985,0.444809,0.458353,0.479488,1.0,0.724942,0.010984,0.936563,1
decision-reference-0542,0.271495,0.00264,0.056304,0.636401,1.0,0.179264,0.11824,0.790807,0
decision-reference-0543,0.538408,0.709316,0.031385,0.273788,1.0,0.037707,0.473259,0.213764,1
decision-reference-0544,0.350318,0.060313,0.861498,0.897012,0.0,0.904778,0.043535,0.069563,0
decision-reference-0545,0.31815,0.421946,0.339734,0.736172,1.0,0.54456,0.024946,0.779821,1
decision-reference-0546,0.347503,0.909093,0.010479,0.821352,1.0,0.851859,0.361407,0.400452,1
decision-reference-0547,0.538826,0.5792,0.230251,0.153682,1.0,0.864178,0.356769,0.861362,0
decision-reference-0548,0.730864,0.936804,0.140577,0.817112,0.0,0.960182,0.154824,0.307631,1
decision-reference-0549,0.621283,0.144717,0.062101,0.276213,1.0,0.87499,0.915323,0.203173,0
decision-reference-0550,0.518188,0.050101,0.603694,0.800481,1.0,0.710988,0.279265,0.001007,1
decision-reference-0551,0.75298,0.345699,0.712915,0.598307,1.0,0.557677,0.154146,0.431996,1
decision-reference-0552,0.132518,0.218163,0.193871,0.567911,1.0,0.513135,0.623241,0.596914,0
decision-reference-0553,0.00427,0.751179,0.104529,0.040579,1.0,0.860415,0.268994,0.359992,0
decision-reference-0554,0.390291,0.165574,0.763123,0.355478,1.0,0.042772,0.754563,0.760675,1
decision-reference-0555,0.823136,0.839235,0.208815,0.717284,1.0,0.749082,0.680481,0.26619,1
